State,Measure,Year,Value
Massachusetts,Miles of inland waterway,2012,90
Minnesota,Miles of inland waterway,2012,260
Mississippi,Miles of inland waterway,2012,870
Missouri,Miles of inland waterway,2012,1030
Nebraska,Miles of inland waterway,2012,320
New Hampshire,Miles of inland waterway,2012,10
New Jersey,Miles of inland waterway,2012,360
New York,Miles of inland waterway,2012,390
North Carolina,Miles of inland waterway,2012,1150
Ohio,Miles of inland waterway,2012,440
Oklahoma,Miles of inland waterway,2012,150
Oregon,Miles of inland waterway,2012,680
Pennsylvania,Miles of inland waterway,2012,260
Rhode Island,Miles of inland waterway,2012,40
South Carolina,Miles of inland waterway,2012,480
South Dakota,Miles of inland waterway,2012,80
Tennessee,Miles of inland waterway,2012,950
Texas,Miles of inland waterway,2012,830
United States,Miles of inland waterway,2012,25000
Virginia,Miles of inland waterway,2012,670
Washington,Miles of inland waterway,2012,1060
West Virginia,Miles of inland waterway,2012,680
Wisconsin,Miles of inland waterway,2012,230
Alabama,Miles of inland waterway,2013,1270
Alaska,Miles of inland waterway,2013,5500
Arkansas,Miles of inland waterway,2013,1860
California,Miles of inland waterway,2013,290
Connecticut,Miles of inland waterway,2013,120
Delaware,Miles of inland waterway,2013,100
District of Columbia,Miles of inland waterway,2013,10
Florida,Miles of inland waterway,2013,1540
Georgia,Miles of inland waterway,2013,720
Idaho,Miles of inland waterway,2013,110
Illinois,Miles of inland waterway,2013,1100
Indiana,Miles of inland waterway,2013,350
Iowa,Miles of inland waterway,2013,490
Kansas,Miles of inland waterway,2013,120
Kentucky,Miles of inland waterway,2013,1590
Louisiana,Miles of inland waterway,2013,2820
Maine,Miles of inland waterway,2013,70
Maryland,Miles of inland waterway,2013,530
Massachusetts,Miles of inland waterway,2013,90
Minnesota,Miles of inland waterway,2013,260
Mississippi,Miles of inland waterway,2013,870
Missouri,Miles of inland waterway,2013,1030
Nebraska,Miles of inland waterway,2013,320
New Hampshire,Miles of inland waterway,2013,10
New Jersey,Miles of inland waterway,2013,360
New York,Miles of inland waterway,2013,390
North Carolina,Miles of inland waterway,2013,1150
Ohio,Miles of inland waterway,2013,440
Oklahoma,Miles of inland waterway,2013,150
Oregon,Miles of inland waterway,2013,680
Pennsylvania,Miles of inland waterway,2013,260
Rhode Island,Miles of inland waterway,2013,40
South Carolina,Miles of inland waterway,2013,480
South Dakota,Miles of inland waterway,2013,80
Tennessee,Miles of inland waterway,2013,950
Texas,Miles of inland waterway,2013,830
United States,Miles of inland waterway,2013,25000
Virginia,Miles of inland waterway,2013,670
Washington,Miles of inland waterway,2013,1060
West Virginia,Miles of inland waterway,2013,680
Wisconsin,Miles of inland waterway,2013,230
Alabama,Miles of inland waterway,2014,1270
Alaska,Miles of inland waterway,2014,5500
Arkansas,Miles of inland waterway,2014,1860
California,Miles of inland waterway,2014,290
Connecticut,Miles of inland waterway,2014,120
Delaware,Miles of inland waterway,2014,100
District of Columbia,Miles of inland waterway,2014,10
Florida,Miles of inland waterway,2014,1540
Georgia,Miles of inland waterway,2014,720
Idaho,Miles of inland waterway,2014,110
Illinois,Miles of inland waterway,2014,1100
Indiana,Miles of inland waterway,2014,350
Iowa,Miles of inland waterway,2014,490
Kansas,Miles of inland waterway,2014,120
Kentucky,Miles of inland waterway,2014,1590
Louisiana,Miles of inland waterway,2014,2820
Maine,Miles of inland waterway,2014,70
Maryland,Miles of inland waterway,2014,530
Massachusetts,Miles of inland waterway,2014,90
Minnesota,Miles of inland waterway,2014,260
Mississippi,Miles of inland waterway,2014,870
Missouri,Miles of inland waterway,2014,1030
Nebraska,Miles of inland waterway,2014,320
New Hampshire,Miles of inland waterway,2014,10
New Jersey,Miles of inland waterway,2014,360
New York,Miles of inland waterway,2014,390
North Carolina,Miles of inland waterway,2014,1150
Ohio,Miles of inland waterway,2014,440
Oklahoma,Miles of inland waterway,2014,150
Oregon,Miles of inland waterway,2014,680
Pennsylvania,Miles of inland waterway,2014,260
Rhode Island,Miles of inland waterway,2014,40
South Carolina,Miles of inland waterway,2014,480
South Dakota,Miles of inland waterway,2014,80
Tennessee,Miles of inland waterway,2014,950
Texas,Miles of inland waterway,2014,830
United States,Miles of inland waterway,2014,25000
Virginia,Miles of inland waterway,2014,670
Washington,Miles of inland waterway,2014,1060
West Virginia,Miles of inland waterway,2014,680
Wisconsin,Miles of inland waterway,2014,230
Alabama,Miles of inland waterway,2015,1270
Alaska,Miles of inland waterway,2015,5500
Arkansas,Miles of inland waterway,2015,1860
California,Miles of inland waterway,2015,290
Connecticut,Miles of inland waterway,2015,120
Delaware,Miles of inland waterway,2015,100
District of Columbia,Miles of inland waterway,2015,10
Florida,Miles of inland waterway,2015,1540
Georgia,Miles of inland waterway,2015,720
Idaho,Miles of inland waterway,2015,110
Illinois,Miles of inland waterway,2015,1100
Indiana,Miles of inland waterway,2015,350
Iowa,Miles of inland waterway,2015,490
Kansas,Miles of inland waterway,2015,120
Kentucky,Miles of inland waterway,2015,1590
Louisiana,Miles of inland waterway,2015,2820
Maine,Miles of inland waterway,2015,70
Maryland,Miles of inland waterway,2015,530
Massachusetts,Miles of inland waterway,2015,90
Minnesota,Miles of inland waterway,2015,260
Mississippi,Miles of inland waterway,2015,870
Missouri,Miles of inland waterway,2015,1030
Nebraska,Miles of inland waterway,2015,320
New Hampshire,Miles of inland waterway,2015,10
New Jersey,Miles of inland waterway,2015,360
New York,Miles of inland waterway,2015,390
North Carolina,Miles of inland waterway,2015,1150
Ohio,Miles of inland waterway,2015,440
Oklahoma,Miles of inland waterway,2015,150
Oregon,Miles of inland waterway,2015,680
Pennsylvania,Miles of inland waterway,2015,260
Rhode Island,Miles of inland waterway,2015,40
South Carolina,Miles of inland waterway,2015,480
South Dakota,Miles of inland waterway,2015,80
Tennessee,Miles of inland waterway,2015,950
Texas,Miles of inland waterway,2015,830
United States,Miles of inland waterway,2015,25000
Virginia,Miles of inland waterway,2015,670
Washington,Miles of inland waterway,2015,1060
West Virginia,Miles of inland waterway,2015,680
Wisconsin,Miles of inland waterway,2015,230
Alabama,Miles of inland waterway,2016,1270
Alaska,Miles of inland waterway,2016,5500
Arkansas,Miles of inland waterway,2016,1860
California,Miles of inland waterway,2016,290
Connecticut,Miles of inland waterway,2016,120
Delaware,Miles of inland waterway,2016,100
District of Columbia,Miles of inland waterway,2016,10
Florida,Miles of inland waterway,2016,1540
Georgia,Miles of inland waterway,2016,720
Idaho,Miles of inland waterway,2016,110
Illinois,Miles of inland waterway,2016,1100
Indiana,Miles of inland waterway,2016,350
Iowa,Miles of inland waterway,2016,490
Kansas,Miles of inland waterway,2016,120
Kentucky,Miles of inland waterway,2016,1590
Louisiana,Miles of inland waterway,2016,2820
Maine,Miles of inland waterway,2016,70
Maryland,Miles of inland waterway,2016,530
Massachusetts,Miles of inland waterway,2016,90
Minnesota,Miles of inland waterway,2016,260
Mississippi,Miles of inland waterway,2016,870
Missouri,Miles of inland waterway,2016,1030
Nebraska,Miles of inland waterway,2016,320
New Hampshire,Miles of inland waterway,2016,10
New Jersey,Miles of inland waterway,2016,360
New York,Miles of inland waterway,2016,390
North Carolina,Miles of inland waterway,2016,1150
Ohio,Miles of inland waterway,2016,440
Oklahoma,Miles of inland waterway,2016,150
Oregon,Miles of inland waterway,2016,680
Pennsylvania,Miles of inland waterway,2016,260
Rhode Island,Miles of inland waterway,2016,40
South Carolina,Miles of inland waterway,2016,480
South Dakota,Miles of inland waterway,2016,80
Tennessee,Miles of inland waterway,2016,950
Texas,Miles of inland waterway,2016,830
United States,Miles of inland waterway,2016,25000
Virginia,Miles of inland waterway,2016,670
Washington,Miles of inland waterway,2016,1060
West Virginia,Miles of inland waterway,2016,680
Wisconsin,Miles of inland waterway,2016,230
Alabama,Miles of inland waterway,2017,1270
Alaska,Miles of inland waterway,2017,5500
Arkansas,Miles of inland waterway,2017,1860
California,Miles of inland waterway,2017,290
Connecticut,Miles of inland waterway,2017,120
Delaware,Miles of inland waterway,2017,100
District of Columbia,Miles of inland waterway,2017,10
Florida,Miles of inland waterway,2017,1540
Georgia,Miles of inland waterway,2017,720
Idaho,Miles of inland waterway,2017,110
Illinois,Miles of inland waterway,2017,1100
Indiana,Miles of inland waterway,2017,350
Iowa,Miles of inland waterway,2017,490
Kansas,Miles of inland waterway,2017,120
Kentucky,Miles of inland waterway,2017,1590
Louisiana,Miles of inland waterway,2017,2820
Maine,Miles of inland waterway,2017,70
Maryland,Miles of inland waterway,2017,530
Massachusetts,Miles of inland waterway,2017,90
Minnesota,Miles of inland waterway,2017,260
Mississippi,Miles of inland waterway,2017,870
Missouri,Miles of inland waterway,2017,1030
Nebraska,Miles of inland waterway,2017,320
New Hampshire,Miles of inland waterway,2017,10
New Jersey,Miles of inland waterway,2017,360
New York,Miles of inland waterway,2017,390
North Carolina,Miles of inland waterway,2017,1150
Ohio,Miles of inland waterway,2017,440
Oklahoma,Miles of inland waterway,2017,150
Oregon,Miles of inland waterway,2017,680
Pennsylvania,Miles of inland waterway,2017,260
Rhode Island,Miles of inland waterway,2017,40
South Carolina,Miles of inland waterway,2017,480
South Dakota,Miles of inland waterway,2017,80
Tennessee,Miles of inland waterway,2017,950
Texas,Miles of inland waterway,2017,830
United States,Miles of inland waterway,2017,25000
Virginia,Miles of inland waterway,2017,670
Washington,Miles of inland waterway,2017,1060
West Virginia,Miles of inland waterway,2017,680
Wisconsin,Miles of inland waterway,2017,230
Alabama,Miles of inland waterway,2018,1270
Alaska,Miles of inland waterway,2018,5500
Arkansas,Miles of inland waterway,2018,1860
California,Miles of inland waterway,2018,290
Connecticut,Miles of inland waterway,2018,120
Delaware,Miles of inland waterway,2018,100
District of Columbia,Miles of inland waterway,2018,10
Florida,Miles of inland waterway,2018,1540
Georgia,Miles of inland waterway,2018,720
Idaho,Miles of inland waterway,2018,110
Illinois,Miles of inland waterway,2018,1100
Indiana,Miles of inland waterway,2018,350
Iowa,Miles of inland waterway,2018,490
Kansas,Miles of inland waterway,2018,120
Kentucky,Miles of inland waterway,2018,1590
Louisiana,Miles of inland waterway,2018,2820
Maine,Miles of inland waterway,2018,70
Maryland,Miles of inland waterway,2018,530
Massachusetts,Miles of inland waterway,2018,90
Minnesota,Miles of inland waterway,2018,260
Mississippi,Miles of inland waterway,2018,870
Missouri,Miles of inland waterway,2018,1030
Nebraska,Miles of inland waterway,2018,320
New Hampshire,Miles of inland waterway,2018,10
New Jersey,Miles of inland waterway,2018,360
New York,Miles of inland waterway,2018,390
North Carolina,Miles of inland waterway,2018,1150
Ohio,Miles of inland waterway,2018,440
Oklahoma,Miles of inland waterway,2018,150
Oregon,Miles of inland waterway,2018,680
Pennsylvania,Miles of inland waterway,2018,260
Rhode Island,Miles of inland waterway,2018,40
South Carolina,Miles of inland waterway,2018,480
South Dakota,Miles of inland waterway,2018,80
Tennessee,Miles of inland waterway,2018,950
Texas,Miles of inland waterway,2018,830
Virginia,Miles of inland waterway,2018,670
Washington,Miles of inland waterway,2018,1060
West Virginia,Miles of inland waterway,2018,680
Wisconsin,Miles of inland waterway,2018,230
United States,Miles of inland waterway,2018,25000
